"sample_name","artifact_id","glass_type","component","point_level","is_extrapolation","predicted_unweathered"
"22","22","高钾","component_12",1,FALSE,0.0382481421556063
"22","22","高钾","component_13",1,FALSE,0.0155810538076588
"22","22","高钾","component_14",1,FALSE,0.0172436716283149
"27","27","高钾","component_1",1,FALSE,60.3158415770489
"27","27","高钾","component_2",1,FALSE,0.0191940779704075
"27","27","高钾","component_3",1,FALSE,0.337126313298401
"27","27","高钾","component_4",1,FALSE,6.18628075910671
"27","27","高钾","component_5",1,FALSE,19.029850317594
"27","27","高钾","component_6",1,FALSE,8.60967202645611
"27","27","高钾","component_7",1,FALSE,1.35307401727511
"27","27","高钾","component_8",1,FALSE,2.15251786434953
"27","27","高钾","component_9",1,FALSE,0.144395585504897
"27","27","高钾","component_10",1,FALSE,0.0317198087940337
"27","27","高钾","component_11",1,FALSE,1.73421302618018
"27","27","高钾","component_12",1,FALSE,0.0463429236031928
"27","27","高钾","component_13",1,FALSE,0.0188786054843641
"27","27","高钾","component_14",1,FALSE,0.0208930973342037
"02","02","铅钡","component_1",1,FALSE,68.0611561233441
"02","02","铅钡","component_2",1,FALSE,0.0273777394251064
"02","02","铅钡","component_3",1,FALSE,3.72393259847475
"02","02","铅钡","component_4",1,FALSE,0.679359327029184
"02","02","铅钡","component_5",1,FALSE,1.5046186357068
"02","02","铅钡","component_6",1,FALSE,6.86987869182252
"02","02","铅钡","component_7",1,FALSE,0.136580506293208
"02","02","铅钡","component_8",1,FALSE,0.0788727751753958
"02","02","铅钡","component_9",1,FALSE,18.6201798831869
"02","02","铅钡","component_10",1,FALSE,0.012707536788748
"02","02","铅钡","component_11",1,FALSE,0.148870730545408
"02","02","铅钡","component_12",1,FALSE,0.106327583883016
"02","02","铅钡","component_13",1,FALSE,0.0158129037023706
"02","02","铅钡","component_14",1,FALSE,0.0143249646224991
"08","08","铅钡","component_1",1,FALSE,49.4335456753131
"08","08","铅钡","component_2",1,FALSE,0.0358022505266948
"08","08","铅钡","component_3",1,FALSE,0.0927309774881813
"08","08","铅钡","component_4",1,FALSE,0.562180337985964
"08","08","铅钡","component_5",1,FALSE,0.0333393212785438
"08","08","铅钡","component_6",1,FALSE,2.10198443975723
"08","08","铅钡","component_7",1,FALSE,0.00191994195514274
"08","08","铅钡","component_8",1,FALSE,4.13175684738687
"08","08","铅钡","component_9",1,FALSE,14.7312685449512
"08","08","铅钡","component_10",1,FALSE,25.9695263350934
"08","08","铅钡","component_11",1,FALSE,0.195869044192184
"08","08","铅钡","component_12",1,FALSE,0.270909553502249
"08","08","铅钡","component_13",1,FALSE,0.0206787540459824
"08","08","铅钡","component_14",1,FALSE,2.41848797652326
"08严重风化点","08","铅钡","component_1",2,TRUE,15.5609370355142
"08严重风化点","08","铅钡","component_2",2,TRUE,0.0484566782920903
"08严重风化点","08","铅钡","component_3",2,TRUE,0.12550705829248
"08严重风化点","08","铅钡","component_4",2,TRUE,1.66639189400409
"08严重风化点","08","铅钡","component_5",2,TRUE,0.0451232182866963
"08严重风化点","08","铅钡","component_6",2,TRUE,2.39452955410828
"08严重风化点","08","铅钡","component_7",2,TRUE,0.00259855199858095
"08严重风化点","08","铅钡","component_8",2,TRUE,1.71390284027159
"08严重风化点","08","铅钡","component_9",2,TRUE,22.9217739432588
"08严重风化点","08","铅钡","component_10",2,TRUE,35.0162597373929
"08严重风化点","08","铅钡","component_11",2,TRUE,0.567238467981748
"08严重风化点","08","铅钡","component_12",2,TRUE,0.533667788893667
"08严重风化点","08","铅钡","component_13",2,TRUE,0.0279877303115429
"08严重风化点","08","铅钡","component_14",2,TRUE,19.3756255013933
"11","11","铅钡","component_1",1,FALSE,69.7741732387721
"11","11","铅钡","component_2",1,FALSE,0.0289488338106013
"11","11","铅钡","component_3",1,FALSE,0.824678095427611
"11","11","铅钡","component_4",1,FALSE,1.12834901232144
"11","11","铅钡","component_5",1,FALSE,1.00243317209482
"11","11","铅钡","component_6",1,FALSE,3.57107834483446
"11","11","铅钡","component_7",1,FALSE,0.00155241862642089
"11","11","铅钡","component_8",1,FALSE,1.65597335655182
"11","11","铅钡","component_9",1,FALSE,11.036874398
"11","11","铅钡","component_10",1,FALSE,10.281693657368
"11","11","铅钡","component_11",1,FALSE,0.43310838680893
"11","11","铅钡","component_12",1,FALSE,0.229269730376971
"11","11","铅钡","component_13",1,FALSE,0.0167203403551712
"11","11","铅钡","component_14",1,FALSE,0.0151470146515889
"19","19","铅钡","component_1",1,FALSE,66.6223348637407
"19","19","铅钡","component_2",1,FALSE,0.0324314420570784
"19","19","铅钡","component_3",1,FALSE,0.0840002871065833
"19","19","铅钡","component_4",1,FALSE,1.01920351162537
"19","19","铅钡","component_5",1,FALSE,0.901376117507111
"19","19","铅钡","component_6",1,FALSE,5.1282863686584
"19","19","铅钡","component_7",1,FALSE,0.11701378328052
"19","19","铅钡","component_8",1,FALSE,1.27576445139718
"19","19","铅钡","component_9",1,FALSE,20.1412776665562
"19","19","铅钡","component_10",1,FALSE,4.07403898390646
"19","19","铅钡","component_11",1,FALSE,0.44117552700528
"19","19","铅钡","component_12",1,FALSE,0.127395929400227
"19","19","铅钡","component_13",1,FALSE,0.0187318339989496
"19","19","铅钡","component_14",1,FALSE,0.0169692337599737
"26","26","铅钡","component_1",1,FALSE,49.1036231463643
"26","26","铅钡","component_2",1,FALSE,0.0361922660232097
"26","26","铅钡","component_3",1,FALSE,0.0937411519240143
"26","26","铅钡","component_4",1,FALSE,0.552944926010791
"26","26","铅钡","component_5",1,FALSE,0.0337025066021095
"26","26","铅钡","component_6",1,FALSE,1.11001331069565
"26","26","铅钡","component_7",1,FALSE,0.00194085704019742
"26","26","铅钡","component_8",1,FALSE,4.24096278536495
"26","26","铅钡","component_9",1,FALSE,15.3330974122436
"26","26","铅钡","component_10",1,FALSE,27.1098560449857
"26","26","铅钡","component_11",1,FALSE,0.172631936091633
"26","26","铅钡","component_12",1,FALSE,0.333073866371722
"26","26","铅钡","component_13",1,FALSE,0.0209040201789183
"26","26","铅钡","component_14",1,FALSE,1.85731577010324
"26严重风化点","26","铅钡","component_1",2,TRUE,12.0008935486717
"26严重风化点","26","铅钡","component_2",2,TRUE,0.0470799708892407
"26严重风化点","26","铅钡","component_3",2,TRUE,2.43955775418398
"26严重风化点","26","铅钡","component_4",2,TRUE,1.50275707196419
"26严重风化点","26","铅钡","component_5",2,TRUE,0.0438412181404783
"26严重风化点","26","铅钡","component_6",2,TRUE,2.43284843605472
"26严重风化点","26","铅钡","component_7",2,TRUE,0.00252472428485341
"26严重风化点","26","铅钡","component_8",2,TRUE,1.87799691589269
"26严重风化点","26","铅钡","component_9",2,TRUE,20.1990496522727
"26严重风化点","26","铅钡","component_10",2,TRUE,38.7450862259845
"26严重风化点","26","铅钡","component_11",2,TRUE,0.433128380974719
"26严重风化点","26","铅钡","component_12",2,TRUE,0.596654106317669
"26严重风化点","26","铅钡","component_13",2,TRUE,0.0271925681818443
"26严重风化点","26","铅钡","component_14",2,TRUE,19.6513894261867
"34","34","铅钡","component_1",1,FALSE,70.2714370787416
"34","34","铅钡","component_2",1,FALSE,0.0279818046581525
"34","34","铅钡","component_3",1,FALSE,0.92823721611816
"34","34","铅钡","component_4",1,FALSE,0.237074445174777
"34","34","铅钡","component_5",1,FALSE,0.0260568640721626
"34","34","铅钡","component_6",1,FALSE,2.03336767995615
"34","34","铅钡","component_7",1,FALSE,0.0361310087824893
"34","34","铅钡","component_8",1,FALSE,0.479553623175521
"34","34","铅钡","component_9",1,FALSE,19.1318465197115
"34","34","铅钡","component_10",1,FALSE,6.65377709284308
"34","34","铅钡","component_11",1,FALSE,0.0148431636533427
"34","34","铅钡","component_12",1,FALSE,0.128890669789756
"34","34","铅钡","component_13",1,FALSE,0.0161618012213289
"34","34","铅钡","component_14",1,FALSE,0.0146410321019467
"36","36","铅钡","component_1",1,FALSE,71.7755966986491
"36","36","铅钡","component_2",1,FALSE,2.9392037595543
"36","36","铅钡","component_3",1,FALSE,0.480086248430964
"36","36","铅钡","component_4",1,FALSE,0.103863780605881
"36","36","铅钡","component_5",1,FALSE,0.0240877972433921
"36","36","铅钡","component_6",1,FALSE,1.85478317133406
"36","36","铅钡","component_7",1,FALSE,0.0227197982296611
"36","36","铅钡","component_8",1,FALSE,0.199453381868507
"36","36","铅钡","component_9",1,FALSE,15.7945472417674
"36","36","铅钡","component_10",1,FALSE,6.65532037802019
"36","36","铅钡","component_11",1,FALSE,0.00282239543652743
"36","36","铅钡","component_12",1,FALSE,0.119040226083994
"36","36","铅钡","component_13",1,FALSE,0.0149404851569718
"36","36","铅钡","component_14",1,FALSE,0.0135346376190548
"38","38","铅钡","component_1",1,FALSE,66.3248668131636
"38","38","铅钡","component_2",1,FALSE,2.02875545638653
"38","38","铅钡","component_3",1,FALSE,0.07512551321403
"38","38","铅钡","component_4",1,FALSE,0.211955753454755
"38","38","铅钡","component_5",1,FALSE,0.0270096756132788
"38","38","铅钡","component_6",1,FALSE,3.30811182705063
"38","38","铅钡","component_7",1,FALSE,0.0228626403315982
"38","38","铅钡","component_8",1,FALSE,0.23775477412246
"38","38","铅钡","component_9",1,FALSE,20.7834845217109
"38","38","铅钡","component_10",1,FALSE,6.6803173818374
"38","38","铅钡","component_11",1,FALSE,0.0214899276358566
"38","38","铅钡","component_12",1,FALSE,0.246336526543327
"38","38","铅钡","component_13",1,FALSE,0.0167527837235311
"38","38","铅钡","component_14",1,FALSE,0.015176405212155
"39","39","铅钡","component_1",1,FALSE,61.9237162445812
"39","39","铅钡","component_2",1,FALSE,0.0340507126740373
"39","39","铅钡","component_3",1,FALSE,0.0881943404110407
"39","39","铅钡","component_4",1,FALSE,0.405230685460582
"39","39","铅钡","component_5",1,FALSE,0.0317082762368993
"39","39","铅钡","component_6",1,FALSE,0.753806904899028
"39","39","铅钡","component_7",1,FALSE,0.00182601347411526
"39","39","铅钡","component_8",1,FALSE,0.335685132435379
"39","39","铅钡","component_9",1,FALSE,30.1279636087494
"39","39","铅钡","component_10",1,FALSE,5.77025027506118
"39","39","铅钡","component_11",1,FALSE,0.0608267697054331
"39","39","铅钡","component_12",1,FALSE,0.429257448678562
"39","39","铅钡","component_13",1,FALSE,0.0196670964008764
"39","39","铅钡","component_14",1,FALSE,0.0178164912322586
"40","40","铅钡","component_1",1,FALSE,48.322910408021
"40","40","铅钡","component_2",1,FALSE,0.0416618749010008
"40","40","铅钡","component_3",1,FALSE,0.107907919941501
"40","40","铅钡","component_4",1,FALSE,0.836892895610804
"40","40","铅钡","component_5",1,FALSE,0.0387958469637353
"40","40","铅钡","component_6",1,FALSE,0.831670984344584
"40","40","铅钡","component_7",1,FALSE,0.0215067092924492
"40","40","铅钡","component_8",1,FALSE,0.00922984870711712
"40","40","铅钡","component_9",1,FALSE,42.4887848126732
"40","40","铅钡","component_10",1,FALSE,6.55439332790747
"40","40","铅钡","component_11",1,FALSE,0.113778173990363
"40","40","铅钡","component_12",1,FALSE,0.586605116762792
"40","40","铅钡","component_13",1,FALSE,0.024063170652636
"40","40","铅钡","component_14",1,FALSE,0.0217989102313001
"41","41","铅钡","component_1",1,FALSE,49.8674589941692
"41","41","铅钡","component_2",1,FALSE,0.0369766948779789
"41","41","铅钡","component_3",1,FALSE,2.24708079607951
"41","41","铅钡","component_4",1,FALSE,2.07357076081456
"41","41","铅钡","component_5",1,FALSE,5.01257143895991
"41","41","铅钡","component_6",1,FALSE,5.74899828173877
"41","41","铅钡","component_7",1,FALSE,0.189270227431278
"41","41","铅钡","component_8",1,FALSE,0.0829967093583108
"41","41","铅钡","component_9",1,FALSE,24.9413381387776
"41","41","铅钡","component_10",1,FALSE,8.93233718604171
"41","41","铅钡","component_11",1,FALSE,0.447954011236884
"41","41","铅钡","component_12",1,FALSE,0.378742203281992
"41","41","铅钡","component_13",1,FALSE,0.021357092572852
"41","41","铅钡","component_14",1,FALSE,0.0193474646594907
"43部位1","43","铅钡","component_1",1,FALSE,39.5106445148403
"43部位1","43","铅钡","component_2",1,FALSE,0.0440484923090135
"43部位1","43","铅钡","component_3",1,FALSE,0.114089468918996
"43部位1","43","铅钡","component_4",1,FALSE,2.58181583959328
"43部位1","43","铅钡","component_5",1,FALSE,1.92594874413542
"43部位1","43","铅钡","component_6",1,FALSE,4.57812085913893
"43部位1","43","铅钡","component_7",1,FALSE,0.094710832794815
"43部位1","43","铅钡","component_8",1,FALSE,2.75434187620128
"43部位1","43","铅钡","component_9",1,FALSE,39.8754127415298
"43部位1","43","铅钡","component_10",1,FALSE,7.86320520634208
"43部位1","43","铅钡","component_11",1,FALSE,0.00134144894791385
"43部位1","43","铅钡","component_12",1,FALSE,0.607830666452259
"43部位1","43","铅钡","component_13",1,FALSE,0.0254416391471055
"43部位1","43","铅钡","component_14",1,FALSE,0.0230476696488096
"43部位2","43","铅钡","component_1",1,FALSE,59.0078180435902
"43部位2","43","铅钡","component_2",1,FALSE,0.0384047612453971
"43部位2","43","铅钡","component_3",1,FALSE,0.0994717091270706
"43部位2","43","铅钡","component_4",1,FALSE,2.69327957319979
"43部位2","43","铅钡","component_5",1,FALSE,1.75584353525062
"43部位2","43","铅钡","component_6",1,FALSE,5.92606763450591
"43部位2","43","铅钡","component_7",1,FALSE,0.147947745898256
"43部位2","43","铅钡","component_8",1,FALSE,0.663970064964927
"43部位2","43","铅钡","component_9",1,FALSE,25.4648759942905
"43部位2","43","铅钡","component_10",1,FALSE,3.00328931322772
"43部位2","43","铅钡","component_11",1,FALSE,0.775506671387049
"43部位2","43","铅钡","component_12",1,FALSE,0.381248357006011
"43部位2","43","铅钡","component_13",1,FALSE,0.0221819187426808
"43部位2","43","铅钡","component_14",1,FALSE,0.0200946775638946
"48","48","铅钡","component_1",1,FALSE,74.9099586672232
"48","48","铅钡","component_2",1,FALSE,0.820207846035449
"48","48","铅钡","component_3",1,FALSE,0.849764181719606
"48","48","铅钡","component_4",1,FALSE,0.613011643210405
"48","48","铅钡","component_5",1,FALSE,1.47028348907859
"48","48","铅钡","component_6",1,FALSE,12.2535810562061
"48","48","铅钡","component_7",1,FALSE,0.0566303086867943
"48","48","铅钡","component_8",1,FALSE,0.00450685686730379
"48","48","铅钡","component_9",1,FALSE,4.61788233519814
"48","48","铅钡","component_10",1,FALSE,3.47868495867716
"48","48","铅钡","component_11",1,FALSE,0.0343454901605331
"48","48","铅钡","component_12",1,FALSE,0.104753437486624
"48","48","铅钡","component_13",1,FALSE,0.775745506408825
"48","48","铅钡","component_14",1,FALSE,0.0106442230412637
"49","49","铅钡","component_1",1,FALSE,65.6924695134903
"49","49","铅钡","component_2",1,FALSE,0.0318361706403182
"49","49","铅钡","component_3",1,FALSE,0.0824584817861109
"49","49","铅钡","component_4",1,FALSE,1.6173016982675
"49","49","铅钡","component_5",1,FALSE,2.2798361918709
"49","49","铅钡","component_6",1,FALSE,7.84546341929318
"49","49","铅钡","component_7",1,FALSE,0.244719297117803
"49","49","铅钡","component_8",1,FALSE,0.258281734169567
"49","49","铅钡","component_9",1,FALSE,16.3209218665951
"49","49","铅钡","component_10",1,FALSE,4.71556251750701
"49","49","铅钡","component_11",1,FALSE,0.562996846109729
"49","49","铅钡","component_12",1,FALSE,0.31310648001361
"49","49","铅钡","component_13",1,FALSE,0.0183880156345535
"49","49","铅钡","component_14",1,FALSE,0.0166577675043611
"50","50","铅钡","component_1",1,FALSE,51.9623246520245
"50","50","铅钡","component_2",1,FALSE,0.0380718940501486
"50","50","铅钡","component_3",1,FALSE,0.0986095538174167
"50","50","铅钡","component_4",1,FALSE,1.42672808021197
"50","50","铅钡","component_5",1,FALSE,0.923228341635375
"50","50","铅钡","component_6",1,FALSE,3.4538454001352
"50","50","铅钡","component_7",1,FALSE,0.0373298766544395
"50","50","铅钡","component_8",1,FALSE,0.528079195902909
"50","50","铅钡","component_9",1,FALSE,26.6103302881676
"50","50","铅钡","component_10",1,FALSE,13.9032706666348
"50","50","铅钡","component_11",1,FALSE,0.40728386214206
"50","50","铅钡","component_12",1,FALSE,0.568988018030506
"50","50","铅钡","component_13",1,FALSE,0.0219896604695482
"50","50","铅钡","component_14",1,FALSE,0.0199205101236292
"51部位1","51","铅钡","component_1",1,FALSE,59.1619887213231
"51部位1","51","铅钡","component_2",1,FALSE,0.0334747508158931
"51部位1","51","铅钡","component_3",1,FALSE,0.08670254854556
"51部位1","51","铅钡","component_4",1,FALSE,1.33188221139796
"51部位1","51","铅钡","component_5",1,FALSE,1.94442187207973
"51部位1","51","铅钡","component_6",1,FALSE,8.06590043538639
"51部位1","51","铅钡","component_7",1,FALSE,0.111975198880417
"51部位1","51","铅钡","component_8",1,FALSE,0.532566013891264
"51部位1","51","铅钡","component_9",1,FALSE,20.2436036962061
"51部位1","51","铅钡","component_10",1,FALSE,7.28112384515245
"51部位1","51","铅钡","component_11",1,FALSE,0.432837848218254
"51部位1","51","铅钡","component_12",1,FALSE,0.279676553086039
"51部位1","51","铅钡","component_13",1,FALSE,0.476331176622263
"51部位1","51","铅钡","component_14",1,FALSE,0.0175151283946
"51部位2","51","铅钡","component_1",1,FALSE,59.4971372729453
"51部位2","51","铅钡","component_2",1,FALSE,0.0373495133009777
"51部位2","51","铅钡","component_3",1,FALSE,0.0967385241473877
"51部位2","51","铅钡","component_4",1,FALSE,2.21241807043561
"51部位2","51","铅钡","component_5",1,FALSE,2.74649351880508
"51部位2","51","铅钡","component_6",1,FALSE,4.47027576439209
"51部位2","51","铅钡","component_7",1,FALSE,0.0458132615721296
"51部位2","51","铅钡","component_8",1,FALSE,0.33797236005803
"51部位2","51","铅钡","component_9",1,FALSE,29.9400663850815
"51部位2","51","铅钡","component_10",1,FALSE,0.0173359935582835
"51部位2","51","铅钡","component_11",1,FALSE,0.542019989566419
"51部位2","51","铅钡","component_12",1,FALSE,0.0152643842192584
"51部位2","51","铅钡","component_13",1,FALSE,0.0215724259767468
"51部位2","51","铅钡","component_14",1,FALSE,0.0195425359412042
"52","52","铅钡","component_1",1,FALSE,62.2060856289241
"52","52","铅钡","component_2",1,FALSE,2.15203891625004
"52","52","铅钡","component_3",1,FALSE,0.0860186772172877
"52","52","铅钡","component_4",1,FALSE,0.848988543424141
"52","52","铅钡","component_5",1,FALSE,0.903440189902725
"52","52","铅钡","component_6",1,FALSE,1.7916151380603
"52","52","铅钡","component_7",1,FALSE,0.0217568439989217
"52","52","铅钡","component_8",1,FALSE,0.273554650113504
"52","52","铅钡","component_9",1,FALSE,23.9819550654813
"52","52","铅钡","component_10",1,FALSE,7.0740450693491
"52","52","铅钡","component_11",1,FALSE,0.306739354551902
"52","52","铅钡","component_12",1,FALSE,0.317203016446065
"52","52","铅钡","component_13",1,FALSE,0.0191819294664908
"52","52","铅钡","component_14",1,FALSE,0.0173769768140409
"54","54","铅钡","component_1",1,FALSE,53.7979890335073
"54","54","铅钡","component_2",1,FALSE,0.0351608076842448
"54","54","铅钡","component_3",1,FALSE,1.46076819018506
"54","54","铅钡","component_4",1,FALSE,1.19204645322216
"54","54","铅钡","component_5",1,FALSE,2.10074438230801
"54","54","铅钡","component_6",1,FALSE,6.40414792857386
"54","54","铅钡","component_7",1,FALSE,0.00188554375371885
"54","54","铅钡","component_8",1,FALSE,0.324078841973438
"54","54","铅钡","component_9",1,FALSE,28.0239548617808
"54","54","铅钡","component_10",1,FALSE,5.75908201499376
"54","54","铅钡","component_11",1,FALSE,0.227575639612356
"54","54","铅钡","component_12",1,FALSE,0.633860703826527
"54","54","铅钡","component_13",1,FALSE,0.0203082678732294
"54","54","铅钡","component_14",1,FALSE,0.0183973307055955
"54严重风化点","54","铅钡","component_1",2,TRUE,51.2697492258231
"54严重风化点","54","铅钡","component_2",2,TRUE,0.0424550133426695
"54严重风化点","54","铅钡","component_3",2,TRUE,0.109962218257875
"54严重风化点","54","铅钡","component_4",2,TRUE,0.00900149540931062
"54严重风化点","54","铅钡","component_5",2,TRUE,2.26071881141328
"54严重风化点","54","铅钡","component_6",2,TRUE,6.98982738519439
"54严重风化点","54","铅钡","component_7",2,TRUE,0.00227670495914663
"54严重风化点","54","铅钡","component_8",2,TRUE,0.649288502321486
"54严重风化点","54","铅钡","component_9",2,TRUE,36.6579942419077
"54严重风化点","54","铅钡","component_10",2,TRUE,0.0197057410599803
"54严重风化点","54","铅钡","component_11",2,TRUE,0.941157712199676
"54严重风化点","54","铅钡","component_12",2,TRUE,1.00112776731417
"54严重风化点","54","铅钡","component_13",2,TRUE,0.0245212735517107
"54严重风化点","54","铅钡","component_14",2,TRUE,0.0222139072455251
"56","56","铅钡","component_1",1,FALSE,65.2821290782049
"56","56","铅钡","component_2",1,FALSE,0.0301980873922052
"56","56","铅钡","component_3",1,FALSE,0.0782157021124903
"56","56","铅钡","component_4",1,FALSE,0.419365560733415
"56","56","铅钡","component_5",1,FALSE,0.0281206829949306
"56","56","铅钡","component_6",1,FALSE,2.64782868014273
"56","56","铅钡","component_7",1,FALSE,0.00161941146426345
"56","56","铅钡","component_8",1,FALSE,0.286091248123513
"56","56","铅钡","component_9",1,FALSE,19.3320721633604
"56","56","铅钡","component_10",1,FALSE,11.7223310780529
"56","56","铅钡","component_11",1,FALSE,0.126444087670932
"56","56","铅钡","component_12",1,FALSE,0.0123416657380994
"56","56","铅钡","component_13",1,FALSE,0.0174418873857353
"56","56","铅钡","component_14",1,FALSE,0.0158006666234751
"57","57","铅钡","component_1",1,FALSE,59.6921613374923
"57","57","铅钡","component_2",1,FALSE,0.0317492885217909
"57","57","铅钡","component_3",1,FALSE,0.0822334494582891
"57","57","铅钡","component_4",1,FALSE,0.476063291340072
"57","57","铅钡","component_5",1,FALSE,0.0295651729939137
"57","57","铅钡","component_6",1,FALSE,3.27160342613981
"57","57","铅钡","component_7",1,FALSE,0.00170259662960203
"57","57","铅钡","component_8",1,FALSE,0.440475216332148
"57","57","铅钡","component_9",1,FALSE,22.1624109601675
"57","57","铅钡","component_10",1,FALSE,13.7631426023807
"57","57","铅钡","component_11",1,FALSE,0.000966890067105763
"57","57","铅钡","component_12",1,FALSE,0.0129756266106959
"57","57","铅钡","component_13",1,FALSE,0.0183378340416763
"57","57","铅钡","component_14",1,FALSE,0.0166123078243303
"58","58","铅钡","component_1",1,FALSE,66.0211432053687
"58","58","铅钡","component_2",1,FALSE,0.0313393533134611
"58","58","铅钡","component_3",1,FALSE,1.39640606474373
"58","58","铅钡","component_4",1,FALSE,1.17335494601012
"58","58","铅钡","component_5",1,FALSE,1.16651900045224
"58","58","铅钡","component_6",1,FALSE,4.8871695519889
"58","58","铅钡","component_7",1,FALSE,0.0731298229235433
"58","58","铅钡","component_8",1,FALSE,1.09955867188033
"58","58","铅钡","component_9",1,FALSE,17.8894002458762
"58","58","铅钡","component_10",1,FALSE,5.63781548843158
"58","58","铅钡","component_11",1,FALSE,0.43413129297446
"58","58","铅钡","component_12",1,FALSE,0.155533477627436
"58","58","铅钡","component_13",1,FALSE,0.018101062631412
"58","58","铅钡","component_14",1,FALSE,0.0163978157778666
