"glass_type","removed_artifact","component_j","component_k","baseline_r","loao_r","change","absolute_change","sign_same"
"高钾","01",2,14,-0.272867653876907,-0.223782123806282,0.0490855300706253,0.0490855300706253,TRUE
"高钾","01",3,4,-0.127269858394648,-0.151127815448472,-0.0238579570538242,0.0238579570538242,TRUE
"高钾","01",3,5,-0.0294172026632152,-0.0467869241711911,-0.0173697215079759,0.0173697215079759,TRUE
"高钾","01",3,6,-0.0855233403558763,-0.0408586145737285,0.0446647257821478,0.0446647257821478,TRUE
"高钾","01",3,7,-0.198583206137642,-0.224173037817591,-0.0255898316799489,0.0255898316799489,TRUE
"高钾","01",3,8,-0.472577556731677,-0.499422952644729,-0.0268453959130521,0.0268453959130521,TRUE
"高钾","01",3,9,-0.188509899826847,-0.154444043839898,0.0340658559869498,0.0340658559869498,TRUE
"高钾","01",3,10,-0.400530681583611,-0.381937285934991,0.0185933956486199,0.0185933956486199,TRUE
"高钾","01",3,11,-0.219986211526801,-0.236706267116642,-0.0167200555898406,0.0167200555898406,TRUE
"高钾","01",3,12,0.0191472940340376,0.0728426471689502,0.0536953531349126,0.0536953531349126,TRUE
"高钾","01",3,13,0.0371771263800573,0.0556083520645277,0.0184312256844704,0.0184312256844704,TRUE
"高钾","01",3,14,0.0687387971484495,0.00368092454606895,-0.0650578726023806,0.0650578726023806,TRUE
"高钾","01",4,5,-0.301210361081584,-0.322839120550953,-0.0216287594693685,0.0216287594693685,TRUE
"高钾","01",4,6,-0.175966838097651,-0.13845742944534,0.0375094086523107,0.0375094086523107,TRUE
"高钾","01",4,7,0.232256551428754,0.21619071302123,-0.0160658384075244,0.0160658384075244,TRUE
"高钾","01",4,8,0.412120135965128,0.401751137000167,-0.0103689989649609,0.0103689989649609,TRUE
"高钾","01",4,9,-0.0115810785570119,0.0315999827632564,0.0431810613202683,0.0431810613202683,FALSE
"高钾","01",4,10,-0.388055762444658,-0.36950206944526,0.018553692999398,0.018553692999398,TRUE
"高钾","01",4,11,-0.414143562644822,-0.433325608001401,-0.0191820453565796,0.0191820453565796,TRUE
"高钾","01",4,12,-0.694205411766386,-0.693206736235661,0.00099867553072519,0.00099867553072519,TRUE
"高钾","01",4,13,-0.51823789140064,-0.509988971365763,0.00824892003487698,0.00824892003487698,TRUE
"高钾","01",4,14,0.193574593847427,0.146387090581128,-0.0471875032662984,0.0471875032662984,TRUE
"高钾","01",5,6,0.200231162947065,0.252613020311369,0.0523818573643044,0.0523818573643044,TRUE
"高钾","01",5,7,0.033860182225866,0.0177706669958228,-0.0160895152300432,0.0160895152300432,TRUE
"高钾","01",5,8,-0.519442538246898,-0.540986498510212,-0.0215439602633136,0.0215439602633136,TRUE
"高钾","01",5,9,-0.0072696725643517,0.0272657783350748,0.0345354508994265,0.0345354508994265,FALSE
"高钾","01",5,10,0.181178497348922,0.212615813144348,0.0314373157954262,0.0314373157954262,TRUE
"高钾","01",5,11,0.0900044269505306,0.0804859495627893,-0.00951847738774129,0.00951847738774129,TRUE
"高钾","01",5,12,0.0554660954996376,0.100095908120309,0.0446298126206715,0.0446298126206715,TRUE
"高钾","01",5,13,0.0652080406052985,0.0799789081222211,0.0147708675169226,0.0147708675169226,TRUE
"高钾","01",5,14,0.0684180096689679,0.0192502259692297,-0.0491677836997382,0.0491677836997382,TRUE
"高钾","01",6,7,-0.394551502915282,-0.37164307532598,0.0229084275893019,0.0229084275893019,TRUE
"高钾","01",6,8,-0.29333944556724,-0.270090362176752,0.0232490833904884,0.0232490833904884,TRUE
"高钾","01",6,9,0.083128245237789,-0.0128104607688398,-0.0959387060066288,0.0959387060066288,FALSE
"高钾","01",6,10,-0.189705168878086,-0.282733982582656,-0.0930288137045709,0.0930288137045709,TRUE
"高钾","01",6,11,0.218386677484859,0.263360599166737,0.0449739216818777,0.0449739216818777,TRUE
"高钾","01",6,12,0.0144112555249763,-0.106279590875844,-0.120690846400821,0.120690846400821,FALSE
"高钾","01",6,13,0.136752488441912,0.104092325271592,-0.0326601631703202,0.0326601631703202,TRUE
"高钾","01",6,14,-0.125007056637687,0.0255152976567457,0.150522354294433,0.150522354294433,FALSE
"高钾","01",7,8,0.557105971828866,0.549290867522869,-0.0078151043059963,0.0078151043059963,TRUE
"高钾","01",7,9,-0.23094309275942,-0.199719377242422,0.0312237155169986,0.0312237155169986,TRUE
"高钾","01",7,10,0.258089813400397,0.299847628005949,0.0417578146055523,0.0417578146055523,TRUE
"高钾","01",7,11,-0.00954360914671686,-0.0229641097572304,-0.0134205006105135,0.0134205006105135,TRUE
"高钾","01",7,12,-0.384810409971865,-0.361033483477936,0.0237769264939285,0.0237769264939285,TRUE
"高钾","01",7,13,-0.697216804121459,-0.692104775588794,0.00511202853266512,0.00511202853266512,TRUE
"高钾","01",7,14,0.0467817396483411,-0.0203567441844082,-0.0671384838327493,0.0671384838327493,FALSE
"高钾","01",8,9,-0.162605945975513,-0.133684506226917,0.0289214397485954,0.0289214397485954,TRUE
"高钾","01",8,10,0.112486645074102,0.143836157783722,0.0313495127096207,0.0313495127096207,TRUE
"高钾","01",8,11,0.00626362645999937,-0.00494811181269162,-0.011211738272691,0.011211738272691,FALSE
"高钾","01",8,12,-0.216559619721725,-0.187666664414518,0.0288929553072069,0.0288929553072069,TRUE
"高钾","01",8,13,-0.53227145016489,-0.525293775476699,0.00697767468819099,0.00697767468819099,TRUE
"高钾","01",8,14,0.223834993528003,0.190318469662158,-0.0335165238658453,0.0335165238658453,TRUE
"高钾","01",9,10,0.570338609203785,0.542735740201433,-0.0276028690023519,0.0276028690023519,TRUE
"高钾","01",9,11,-0.186379606755283,-0.167815614008742,0.018563992746541,0.018563992746541,TRUE
"高钾","01",9,12,-0.0741688235325984,-0.190605467310128,-0.11643664377753,0.11643664377753,TRUE
"高钾","01",9,13,-0.2155228520025,-0.263698859476767,-0.0481760074742665,0.0481760074742665,TRUE
"高钾","01",9,14,-0.700967345314575,-0.667143363930459,0.0338239813841161,0.0338239813841161,TRUE
"高钾","01",10,11,0.272281478933583,0.300695417058241,0.0284139381246581,0.0284139381246581,TRUE
"高钾","01",10,12,0.252091390829387,0.194429391169239,-0.0576619996601475,0.0576619996601475,TRUE
"高钾","01",10,13,-0.197337085388339,-0.230801867143577,-0.0334647817552379,0.0334647817552379,TRUE
"高钾","01",10,14,-0.593144553636386,-0.56774105429681,0.0254034993395765,0.0254034993395765,TRUE
"高钾","01",11,12,0.201942937429618,0.247778435392518,0.0458354979629003,0.0458354979629003,TRUE
"高钾","01",11,13,0.211948498815612,0.225426876739496,0.0134783779238838,0.0134783779238838,TRUE
"高钾","01",11,14,0.0547331571886193,0.0154449077824157,-0.0392882494062037,0.0392882494062037,TRUE
"高钾","01",12,13,0.60949498493502,0.608642804209182,-0.000852180725838814,0.000852180725838814,TRUE
"高钾","01",12,14,-0.122060330058343,0.0344585445653411,0.156518874623684,0.156518874623684,FALSE
"高钾","01",13,14,0.125254243167517,0.202289319609807,0.0770350764422894,0.0770350764422894,TRUE
"高钾","03",1,2,0.0542545006671742,-0.0255745211541008,-0.079829021821275,0.079829021821275,FALSE
"高钾","03",1,3,-0.348127284217064,-0.377578820692474,-0.0294515364754102,0.0294515364754102,TRUE
"高钾","03",1,4,-0.13460653030799,-0.148008856402236,-0.0134023260942457,0.0134023260942457,TRUE
"高钾","03",1,5,-0.387328019149632,-0.362625369254304,0.0247026498953276,0.0247026498953276,TRUE
"高钾","03",1,6,0.0687541337706304,-0.227396621558505,-0.296150755329135,0.296150755329135,FALSE
"高钾","03",1,7,-0.432323535703655,-0.427493890118342,0.00482964558531285,0.00482964558531285,TRUE
"高钾","03",1,8,0.199745898402592,0.240411912722316,0.0406660143197238,0.0406660143197238,TRUE
"高钾","03",1,9,-0.18926376967667,-0.14561601686213,0.0436477528145403,0.0436477528145403,TRUE
"高钾","03",1,10,-0.219991014302309,-0.0622752010329394,0.157715813269369,0.157715813269369,TRUE
"高钾","03",1,11,-0.00878393227919905,-0.0811958627069058,-0.0724119304277068,0.0724119304277068,TRUE
"高钾","03",1,12,0.458939349700947,0.516162903321419,0.0572235536204721,0.0572235536204721,TRUE
"高钾","03",1,13,0.606688684740374,0.582488553473991,-0.0242001312663825,0.0242001312663825,TRUE
"高钾","03",1,14,0.278223114673677,0.191940698271058,-0.0862824164026189,0.0862824164026189,TRUE
"高钾","03",2,3,0.216578091954458,0.266091991990076,0.0495139000356187,0.0495139000356187,TRUE
"高钾","03",2,4,0.299405217375534,0.329967682229773,0.0305624648542394,0.0305624648542394,TRUE
"高钾","03",2,5,-0.403818226434411,-0.452475197539652,-0.0486569711052414,0.0486569711052414,TRUE
"高钾","03",2,6,0.245441560562435,0.175358975986665,-0.0700825845757697,0.0700825845757697,TRUE
"高钾","03",2,7,-0.174797003463307,-0.24975294761923,-0.0749559441559228,0.0749559441559228,TRUE
"高钾","03",2,8,-0.113022092951,-0.104584290815519,0.00843780213548111,0.00843780213548111,TRUE
"高钾","03",2,9,0.0676838238118794,0.212288431950048,0.144604608138168,0.144604608138168,TRUE
"高钾","03",2,10,-0.514622611172821,-0.47010513597473,0.044517475198091,0.044517475198091,TRUE
"高钾","03",2,11,-0.549886513397414,-0.60285842411252,-0.0529719107151053,0.0529719107151053,TRUE
"高钾","03",2,12,-0.295837117005418,-0.290995959970864,0.00484115703455396,0.00484115703455396,TRUE
"高钾","03",2,13,0.00951632385933851,-0.0479056700799489,-0.0574219939392874,0.0574219939392874,FALSE
"高钾","03",2,14,-0.272867653876907,-0.391285281326338,-0.118417627449431,0.118417627449431,TRUE
"高钾","03",3,4,-0.127269858394648,-0.154725218280491,-0.0274553598858434,0.0274553598858434,TRUE
"高钾","03",3,5,-0.0294172026632152,0.0280419232899186,0.0574591259531338,0.0574591259531338,FALSE
"高钾","03",3,6,-0.0855233403558763,-0.119202110784798,-0.0336787704289221,0.0336787704289221,TRUE
"高钾","03",3,7,-0.198583206137642,-0.126640972645481,0.071942233492161,0.071942233492161,TRUE
"高钾","03",3,8,-0.472577556731677,-0.484744015821201,-0.0121664590895237,0.0121664590895237,TRUE
"高钾","03",3,9,-0.188509899826847,-0.333931250976469,-0.145421351149621,0.145421351149621,TRUE
"高钾","03",3,10,-0.400530681583611,-0.50497008312082,-0.104439401537208,0.104439401537208,TRUE
"高钾","03",3,11,-0.219986211526801,-0.242549819292699,-0.0225636077658984,0.0225636077658984,TRUE
"高钾","03",3,12,0.0191472940340376,0.0114101468324805,-0.00773714720155717,0.00773714720155717,TRUE
"高钾","03",3,13,0.0371771263800573,0.0572871194857139,0.0201099931056566,0.0201099931056566,TRUE
"高钾","03",3,14,0.0687387971484495,0.113968756455883,0.0452299593074339,0.0452299593074339,TRUE
"高钾","03",4,5,-0.301210361081584,-0.286871594864431,0.014338766217153,0.014338766217153,TRUE
"高钾","03",4,6,-0.175966838097651,-0.240392584154736,-0.0644257460570852,0.0644257460570852,TRUE
"高钾","03",4,7,0.232256551428754,0.364616957730732,0.132360406301978,0.132360406301978,TRUE
"高钾","03",4,8,0.412120135965128,0.415640864557501,0.00352072859237279,0.00352072859237279,TRUE
"高钾","03",4,9,-0.0115810785570119,-0.0734199671011088,-0.0618388885440969,0.0618388885440969,TRUE
"高钾","03",4,10,-0.388055762444658,-0.459050360491972,-0.0709945980473133,0.0709945980473133,TRUE
"高钾","03",4,11,-0.414143562644822,-0.434471041698932,-0.0203274790541108,0.0203274790541108,TRUE
"高钾","03",4,12,-0.694205411766386,-0.704018448598963,-0.00981303683257639,0.00981303683257639,TRUE
"高钾","03",4,13,-0.51823789140064,-0.528204416305596,-0.00996652490495631,0.00996652490495631,TRUE
"高钾","03",4,14,0.193574593847427,0.224643720431648,0.0310691265842214,0.0310691265842214,TRUE
"高钾","03",5,6,0.200231162947065,0.462362235984121,0.262131073037056,0.262131073037056,TRUE
"高钾","03",5,7,0.033860182225866,-0.224670123981833,-0.258530306207699,0.258530306207699,FALSE
"高钾","03",5,8,-0.519442538246898,-0.565925208996189,-0.0464826707492911,0.0464826707492911,TRUE
"高钾","03",5,9,-0.0072696725643517,0.107704129452456,0.114973802016808,0.114973802016808,FALSE
"高钾","03",5,10,0.181178497348922,0.16604016180698,-0.0151383355419414,0.0151383355419414,TRUE
"高钾","03",5,11,0.0900044269505306,0.157736858196994,0.0677324312464631,0.0677324312464631,TRUE
"高钾","03",5,12,0.0554660954996376,0.0606721195772101,0.00520602407757255,0.00520602407757255,TRUE
"高钾","03",5,13,0.0652080406052985,0.0945888777072898,0.0293808371019914,0.0293808371019914,TRUE
"高钾","03",5,14,0.0684180096689679,0.0890011018192575,0.0205830921502895,0.0205830921502895,TRUE
"高钾","03",6,7,-0.394551502915282,-0.26962252237974,0.124928980535542,0.124928980535542,TRUE
"高钾","03",6,8,-0.29333944556724,-0.32872894529167,-0.0353894997244304,0.0353894997244304,TRUE
"高钾","03",6,9,0.083128245237789,0.240827073180225,0.157698827942436,0.157698827942436,TRUE
"高钾","03",6,10,-0.189705168878086,0.105119829527767,0.294824998405853,0.294824998405853,FALSE
"高钾","03",6,11,0.218386677484859,0.138768897364983,-0.079617780119876,0.079617780119876,TRUE
"高钾","03",6,12,0.0144112555249763,0.0514702830271007,0.0370590275021244,0.0370590275021244,TRUE
"高钾","03",6,13,0.136752488441912,0.0126051627664234,-0.124147325675489,0.124147325675489,TRUE
"高钾","03",6,14,-0.125007056637687,-0.394491465187604,-0.269484408549916,0.269484408549916,TRUE
"高钾","03",7,8,0.557105971828866,0.671292631966771,0.114186660137905,0.114186660137905,TRUE
"高钾","03",7,9,-0.23094309275942,-0.0777829412670671,0.153160151492353,0.153160151492353,TRUE
"高钾","03",7,10,0.258089813400397,0.278963343392036,0.0208735299916386,0.0208735299916386,TRUE
"高钾","03",7,11,-0.00954360914671686,0.103450710265087,0.112994319411804,0.112994319411804,FALSE
"高钾","03",7,12,-0.384810409971865,-0.472735356144893,-0.0879249461730277,0.0879249461730277,TRUE
"高钾","03",7,13,-0.697216804121459,-0.850669378633416,-0.153452574511957,0.153452574511957,TRUE
"高钾","03",7,14,0.0467817396483411,0.0704160436682252,0.0236343040198841,0.0236343040198841,TRUE
"高钾","03",8,9,-0.162605945975513,-0.201032892311266,-0.038426946335753,0.038426946335753,TRUE
"高钾","03",8,10,0.112486645074102,0.0976920410396978,-0.0147946040344039,0.0147946040344039,TRUE
"高钾","03",8,11,0.00626362645999937,0.0165043974915659,0.0102407710315666,0.0102407710315666,TRUE
"高钾","03",8,12,-0.216559619721725,-0.220102847094673,-0.00354322737294777,0.00354322737294777,TRUE
"高钾","03",8,13,-0.53227145016489,-0.534289458107404,-0.00201800794251372,0.00201800794251372,TRUE
"高钾","03",8,14,0.223834993528003,0.255995655043579,0.0321606615155761,0.0321606615155761,TRUE
"高钾","03",9,10,0.570338609203785,0.546614008494768,-0.0237246007090168,0.0237246007090168,TRUE
"高钾","03",9,11,-0.186379606755283,-0.222582735533026,-0.0362031287777425,0.0362031287777425,TRUE
"高钾","03",9,12,-0.0741688235325984,-0.114541738128176,-0.0403729145955778,0.0403729145955778,TRUE
"高钾","03",9,13,-0.2155228520025,-0.168987246576473,0.0465356054260277,0.0465356054260277,TRUE
"高钾","03",9,14,-0.700967345314575,-0.699707534100445,0.00125981121413099,0.00125981121413099,TRUE
"高钾","03",10,11,0.272281478933583,0.3883241276799,0.116042648746318,0.116042648746318,TRUE
"高钾","03",10,12,0.252091390829387,0.256364110521241,0.00427271969185389,0.00427271969185389,TRUE
"高钾","03",10,13,-0.197337085388339,-0.106276411248827,0.0910606741395113,0.0910606741395113,TRUE
"高钾","03",10,14,-0.593144553636386,-0.528526776614426,0.0646177770219603,0.0646177770219603,TRUE
"高钾","03",11,12,0.201942937429618,0.211241044799189,0.00929810736957087,0.00929810736957087,TRUE
"高钾","03",11,13,0.211948498815612,0.188735540927289,-0.0232129578883229,0.0232129578883229,TRUE
"高钾","03",11,14,0.0547331571886193,0.0186734929213024,-0.0360596642673169,0.0360596642673169,TRUE
"高钾","03",12,13,0.60949498493502,0.639664757667877,0.0301697727328566,0.0301697727328566,TRUE
"高钾","03",12,14,-0.122060330058343,-0.109186247662582,0.0128740823957606,0.0128740823957606,TRUE
"高钾","03",13,14,0.125254243167517,0.0561751353362166,-0.0690791078313009,0.0690791078313009,TRUE
"高钾","04",1,2,0.0542545006671742,0.027923210700191,-0.0263312899669832,0.0263312899669832,TRUE
"高钾","04",1,3,-0.348127284217064,-0.333491418928847,0.014635865288217,0.014635865288217,TRUE
"高钾","04",1,4,-0.13460653030799,-0.112525694636203,0.0220808356717868,0.0220808356717868,TRUE
"高钾","04",1,5,-0.387328019149632,-0.367410048501534,0.0199179706480974,0.0199179706480974,TRUE
"高钾","04",1,6,0.0687541337706304,0.0753468657840836,0.00659273201345323,0.00659273201345323,TRUE
"高钾","04",1,7,-0.432323535703655,-0.416234880545831,0.0160886551578238,0.0160886551578238,TRUE
"高钾","04",1,8,0.199745898402592,0.202711202070477,0.002965303667885,0.002965303667885,TRUE
"高钾","04",1,9,-0.18926376967667,-0.249974727099613,-0.0607109574229427,0.0607109574229427,TRUE
"高钾","04",1,10,-0.219991014302309,-0.264946048118729,-0.0449550338164207,0.0449550338164207,TRUE
"高钾","04",1,11,-0.00878393227919905,-0.00670400119272887,0.00207993108647018,0.00207993108647018,TRUE
"高钾","04",1,12,0.458939349700947,0.436589350170196,-0.0223499995307512,0.0223499995307512,TRUE
"高钾","04",1,13,0.606688684740374,0.59914789537182,-0.00754078936855418,0.00754078936855418,TRUE
"高钾","04",1,14,0.278223114673677,0.388134912931476,0.109911798257799,0.109911798257799,TRUE
"高钾","04",2,3,0.216578091954458,0.246802414274857,0.0302243223203991,0.0302243223203991,TRUE
"高钾","04",2,4,0.299405217375534,0.335847157260982,0.0364419398854484,0.0364419398854484,TRUE
"高钾","04",2,5,-0.403818226434411,-0.38226495377693,0.0215532726574805,0.0215532726574805,TRUE
"高钾","04",2,6,0.245441560562435,0.255565191928617,0.0101236313661822,0.0101236313661822,TRUE
"高钾","04",2,7,-0.174797003463307,-0.148985239912365,0.025811763550942,0.025811763550942,TRUE
"高钾","04",2,8,-0.113022092951,-0.114246128291403,-0.00122403534040307,0.00122403534040307,TRUE
"高钾","04",2,9,0.0676838238118794,0.0177500290279469,-0.0499337947839325,0.0499337947839325,TRUE
"高钾","04",2,10,-0.514622611172821,-0.575934362841187,-0.061311751668366,0.061311751668366,TRUE
"高钾","04",2,11,-0.549886513397414,-0.55587808686846,-0.00599157347104595,0.00599157347104595,TRUE
"高钾","04",2,12,-0.295837117005418,-0.384492547015598,-0.0886554300101803,0.0886554300101803,TRUE
"高钾","04",2,13,0.00951632385933851,-0.0122508975937756,-0.0217672214531141,0.0217672214531141,FALSE
"高钾","04",2,14,-0.272867653876907,-0.223483227133807,0.0493844267431001,0.0493844267431001,TRUE
"高钾","04",3,4,-0.127269858394648,-0.152850985358257,-0.0255811269636096,0.0255811269636096,TRUE
"高钾","04",3,5,-0.0294172026632152,-0.0599102093778605,-0.0304930067146453,0.0304930067146453,TRUE
"高钾","04",3,6,-0.0855233403558763,-0.0914796248236418,-0.00595628446776549,0.00595628446776549,TRUE
"高钾","04",3,7,-0.198583206137642,-0.229056205349281,-0.0304729992116382,0.0304729992116382,TRUE
"高钾","04",3,8,-0.472577556731677,-0.477685401159017,-0.00510784442734019,0.00510784442734019,TRUE
"高钾","04",3,9,-0.188509899826847,-0.155473376182119,0.0330365236447288,0.0330365236447288,TRUE
"高钾","04",3,10,-0.400530681583611,-0.382599208750509,0.0179314728331021,0.0179314728331021,TRUE
"高钾","04",3,11,-0.219986211526801,-0.224146254440324,-0.00416004291352251,0.00416004291352251,TRUE
"高钾","04",3,12,0.0191472940340376,0.0727440955690749,0.0535968015350373,0.0535968015350373,TRUE
"高钾","04",3,13,0.0371771263800573,0.0556348028384556,0.0184576764583983,0.0184576764583983,TRUE
"高钾","04",3,14,0.0687387971484495,0.00940305031720155,-0.059335746831248,0.059335746831248,TRUE
"高钾","04",4,5,-0.301210361081584,-0.345105769644591,-0.0438954085630064,0.0438954085630064,TRUE
"高钾","04",4,6,-0.175966838097651,-0.184042073048181,-0.00807523495053084,0.00807523495053084,TRUE
"高钾","04",4,7,0.232256551428754,0.210292134113235,-0.0219644173155197,0.0219644173155197,TRUE
"高钾","04",4,8,0.412120135965128,0.416928013687215,0.00480787772208691,0.00480787772208691,TRUE
"高钾","04",4,9,-0.0115810785570119,0.0373649448177682,0.0489460233747801,0.0489460233747801,FALSE
"高钾","04",4,10,-0.388055762444658,-0.366503529294233,0.0215522331504252,0.0215522331504252,TRUE
"高钾","04",4,11,-0.414143562644822,-0.421670833163455,-0.00752727051863333,0.00752727051863333,TRUE
"高钾","04",4,12,-0.694205411766386,-0.690225854111762,0.00397955765462399,0.00397955765462399,TRUE
"高钾","04",4,13,-0.51823789140064,-0.508834769827941,0.00940312157269863,0.00940312157269863,TRUE
"高钾","04",4,14,0.193574593847427,0.140765026961942,-0.0528095668854848,0.0528095668854848,TRUE
"高钾","04",5,6,0.200231162947065,0.197229590070159,-0.00300157287690608,0.00300157287690608,TRUE
"高钾","04",5,7,0.033860182225866,-0.00222303866737742,-0.0360832208932434,0.0360832208932434,FALSE
"高钾","04",5,8,-0.519442538246898,-0.531243251786665,-0.0118007135397669,0.0118007135397669,TRUE
"高钾","04",5,9,-0.0072696725643517,0.0569436807959886,0.0642133533603403,0.0642133533603403,FALSE
"高钾","04",5,10,0.181178497348922,0.237654753776842,0.05647625642792,0.05647625642792,TRUE
"高钾","04",5,11,0.0900044269505306,0.0890811454522575,-0.000923281498273101,0.000923281498273101,TRUE
"高钾","04",5,12,0.0554660954996376,0.137345282580826,0.0818791870811882,0.0818791870811882,TRUE
"高钾","04",5,13,0.0652080406052985,0.0934028007078162,0.0281947601025177,0.0281947601025177,TRUE
"高钾","04",5,14,0.0684180096689679,-0.0222225589357462,-0.0906405686047141,0.0906405686047141,FALSE
"高钾","04",6,7,-0.394551502915282,-0.407451044392574,-0.0128995414772927,0.0128995414772927,TRUE
"高钾","04",6,8,-0.29333944556724,-0.293627612127741,-0.000288166560500458,0.000288166560500458,TRUE
"高钾","04",6,9,0.083128245237789,0.0981375146449122,0.0150092694071232,0.0150092694071232,TRUE
"高钾","04",6,10,-0.189705168878086,-0.186566848716214,0.00313832016187199,0.00313832016187199,TRUE
"高钾","04",6,11,0.218386677484859,0.218055307508653,-0.000331369976206142,0.000331369976206142,TRUE
"高钾","04",6,12,0.0144112555249763,0.0285142552499194,0.0141029997249431,0.0141029997249431,TRUE
"高钾","04",6,13,0.136752488441912,0.142403136999513,0.00565064855760095,0.00565064855760095,TRUE
"高钾","04",6,14,-0.125007056637687,-0.155620668107064,-0.030613611469377,0.030613611469377,TRUE
"高钾","04",7,8,0.557105971828866,0.565447259744797,0.00834128791593169,0.00834128791593169,TRUE
"高钾","04",7,9,-0.23094309275942,-0.190191809645189,0.0407512831142312,0.0407512831142312,TRUE
"高钾","04",7,10,0.258089813400397,0.309877317029181,0.051787503628784,0.051787503628784,TRUE
"高钾","04",7,11,-0.00954360914671686,-0.0121575354558246,-0.0026139263091077,0.0026139263091077,TRUE
"高钾","04",7,12,-0.384810409971865,-0.3507046832529,0.0341057267189648,0.0341057267189648,TRUE
"高钾","04",7,13,-0.697216804121459,-0.691369578645981,0.00584722547547767,0.00584722547547767,TRUE
"高钾","04",7,14,0.0467817396483411,-0.0326881337723032,-0.0794698734206443,0.0794698734206443,FALSE
"高钾","04",8,9,-0.162605945975513,-0.169361324167998,-0.00675537819248495,0.00675537819248495,TRUE
"高钾","04",8,10,0.112486645074102,0.116036068829993,0.00354942375589165,0.00354942375589165,TRUE
"高钾","04",8,11,0.00626362645999937,0.00622555172227603,-3.80747377233424e-05,3.80747377233424e-05,TRUE
"高钾","04",8,12,-0.216559619721725,-0.229754901094347,-0.0131952813726217,0.0131952813726217,TRUE
"高钾","04",8,13,-0.53227145016489,-0.536110619843055,-0.00383916967816489,0.00383916967816489,TRUE
"高钾","04",8,14,0.223834993528003,0.246667895940526,0.0228329024125233,0.0228329024125233,TRUE
"高钾","04",9,10,0.570338609203785,0.541633096467622,-0.0287055127361631,0.0287055127361631,TRUE
"高钾","04",9,11,-0.186379606755283,-0.190875076408272,-0.00449546965298855,0.00449546965298855,TRUE
"高钾","04",9,12,-0.0741688235325984,-0.196899354428344,-0.122730530895746,0.122730530895746,TRUE
"高钾","04",9,13,-0.2155228520025,-0.266361516219999,-0.0508386642174989,0.0508386642174989,TRUE
"高钾","04",9,14,-0.700967345314575,-0.665263085134128,0.0357042601804479,0.0357042601804479,TRUE
"高钾","04",10,11,0.272281478933583,0.282489679956954,0.0102082010233711,0.0102082010233711,TRUE
"高钾","04",10,12,0.252091390829387,0.191314480766227,-0.0607769100631597,0.0607769100631597,TRUE
"高钾","04",10,13,-0.197337085388339,-0.232790529147779,-0.03545344375944,0.03545344375944,TRUE
"高钾","04",10,14,-0.593144553636386,-0.565029480723098,0.0281150729132889,0.0281150729132889,TRUE
"高钾","04",11,12,0.201942937429618,0.220303261272587,0.0183603238429694,0.0183603238429694,TRUE
