"component_j","component_k","chemical_j","chemical_k","pearson_high_potassium","pearson_lead_barium","spearman_high_potassium","spearman_lead_barium","signed_difference","absolute_difference","high_potassium_strength","lead_barium_strength","high_potassium_direction","lead_barium_direction","pearson_spearman_gap_high_potassium","pearson_spearman_gap_lead_barium","difference_rank"
6,7,"Al2O3","Fe2O3",-0.394551502915282,0.203664125537772,-0.463364293085655,0.228265306122449,-0.598215628453054,0.598215628453054,"weak","weak","negative","positive",0.0688127901703737,0.0246011805846768,15
7,10,"Fe2O3","BaO",0.258089813400397,-0.332608832894976,0.178534571723426,-0.466020408163265,0.590698646295373,0.590698646295373,"weak","weak","positive","negative",0.0795552416769708,0.133411575268289,16
4,11,"CaO","P2O5",-0.414143562644822,0.168791870606677,-0.343653250773994,0.374897959183673,-0.582935433251499,0.582935433251499,"weak","weak","negative","positive",0.0704903118708277,0.206106088576996,17
10,11,"BaO","P2O5",0.272281478933583,-0.306665140269122,0.178534571723426,-0.239183673469388,0.578946619202704,0.578946619202704,"weak","weak","positive","negative",0.0937469072101564,0.0674814667997342,18
1,3,"SiO2","K2O",-0.348127284217064,0.228797605759243,-0.397316821465428,0.325102040816326,-0.576924889976307,0.576924889976307,"weak","weak","negative","positive",0.0491895372483644,0.0963044350570837,19
4,13,"CaO","SnO2",-0.51823789140064,0.0370674613678593,-0.335397316821465,-0.14469387755102,-0.555305352768499,0.555305352768499,"medium","weak","negative","positive",0.182840574579175,0.18176133891888,20
6,11,"Al2O3","P2O5",0.218386677484859,-0.315828388842643,0.279669762641899,-0.200714285714286,0.534215066327502,0.534215066327502,"weak","weak","positive","negative",0.0612830851570397,0.115114103128358,21
7,14,"Fe2O3","SO2",0.0467817396483411,-0.465323564499552,-0.0546955624355005,-0.395102040816326,0.512105304147894,0.512105304147894,"weak","weak","positive","negative",0.101477302083842,0.0702215236832259,22
3,6,"K2O","Al2O3",-0.0855233403558763,0.420627619904456,0.0980392156862745,0.385816326530612,-0.506150960260332,0.506150960260332,"weak","weak","negative","positive",0.183562556042151,0.0348112933738434,23
1,6,"SiO2","Al2O3",0.0687541337706304,0.523569636177258,0.0485036119711042,0.477857142857143,-0.454815502406627,0.454815502406627,"weak","medium","positive","positive",0.0202505217995262,0.0457124933201148,24
1,13,"SiO2","SnO2",0.606688684740374,0.162785470824505,0.92156862745098,0.478367346938775,0.443903213915869,0.443903213915869,"medium","weak","positive","positive",0.314879942710607,0.31558187611427,25
1,7,"SiO2","Fe2O3",-0.432323535703655,0.00896500867408218,-0.446852425180599,-0.051734693877551,-0.441288544377737,0.441288544377737,"weak","weak","negative","positive",0.0145288894769439,0.0606997025516332,26
1,11,"SiO2","P2O5",-0.00878393227919905,-0.442884846754735,-0.0815273477812178,-0.530714285714286,0.434100914475536,0.434100914475536,"weak","weak","negative","negative",0.0727434155020187,0.0878294389595504,27
1,5,"SiO2","MgO",-0.387328019149632,0.0314736239332106,-0.236326109391125,0.0593877551020408,-0.418801643082842,0.418801643082842,"weak","weak","negative","positive",0.151001909758507,0.0279141311688302,28
6,12,"Al2O3","SrO",0.0144112555249763,-0.393605267546621,-0.0835913312693498,-0.46734693877551,0.408016523071597,0.408016523071597,"weak","weak","positive","negative",0.0980025867943261,0.0737416712288896,29
2,5,"Na2O","MgO",-0.403818226434411,-0.0283363657795519,-0.5562435500516,-0.0358163265306122,-0.375481860654859,0.375481860654859,"weak","weak","negative","negative",0.152425323617189,0.00747996075106036,30
11,13,"P2O5","SnO2",0.211948498815612,-0.156849542999958,0.0237358101135191,-0.301734693877551,0.36879804181557,0.36879804181557,"weak","weak","positive","negative",0.188212688702093,0.144885150877593,31
6,14,"Al2O3","SO2",-0.125007056637687,-0.476967541457419,-0.213622291021672,-0.14030612244898,0.351960484819732,0.351960484819732,"weak","weak","negative","negative",0.0886152343839846,0.33666141900844,32
9,11,"PbO","P2O5",-0.186379606755283,0.163515564051569,-0.137254901960784,0.120102040816327,-0.349895170806852,0.349895170806852,"weak","weak","negative","positive",0.0491247047944989,0.0434135232352427,33
6,9,"Al2O3","PbO",0.083128245237789,-0.266426530914206,0.137254901960784,-0.224387755102041,0.349554776151995,0.349554776151995,"weak","weak","positive","negative",0.0541266567229953,0.0420387758121656,34
1,2,"SiO2","Na2O",0.0542545006671742,0.387523957612379,0.531475748194014,0.66234693877551,-0.333269456945205,0.333269456945205,"weak","weak","positive","positive",0.47722124752684,0.274822981163131,35
4,10,"CaO","BaO",-0.388055762444658,-0.067251732704916,-0.638802889576883,-0.253979591836735,-0.320804029739742,0.320804029739742,"weak","weak","negative","negative",0.250747127132225,0.186727859131819,36
3,10,"K2O","BaO",-0.400530681583611,-0.0806002332811004,-0.593395252837977,0.0306122448979592,-0.319930448302511,0.319930448302511,"weak","weak","negative","negative",0.192864571254366,0.11121247817906,37
13,14,"SnO2","SO2",0.125254243167517,-0.181384208932658,0.407636738906089,0.360510204081633,0.306638452100175,0.306638452100175,"weak","weak","positive","negative",0.282382495738571,0.541894413014291,38
8,9,"CuO","PbO",-0.162605945975513,0.131815321030706,-0.242518059855521,0.126020408163265,-0.294421267006218,0.294421267006218,"weak","weak","negative","positive",0.0799121138800084,0.00579491286744024,39
4,5,"CaO","MgO",-0.301210361081584,-0.0145588989726392,-0.205366357069143,0.0755102040816326,-0.286651462108945,0.286651462108945,"weak","weak","negative","negative",0.0958440040124407,0.0900691030542718,40
3,12,"K2O","SrO",0.0191472940340376,-0.265354112529637,-0.226006191950464,-0.289591836734694,0.284501406563675,0.284501406563675,"weak","weak","positive","negative",0.245153485984502,0.0242377242050569,41
1,8,"SiO2","CuO",0.199745898402592,-0.078807711440175,0.51702786377709,-0.0677551020408163,0.278553609842767,0.278553609842767,"weak","weak","positive","negative",0.317281965374498,0.0110526093993587,42
1,9,"SiO2","PbO",-0.18926376967667,0.0782389207139882,-0.114551083591331,0.0185714285714286,-0.267502690390658,0.267502690390658,"weak","weak","negative","positive",0.0747126860853389,0.0596674921425596,43
3,8,"K2O","CuO",-0.472577556731677,-0.218551780512528,-0.52734778121775,-0.172755102040816,-0.254025776219149,0.254025776219149,"weak","weak","negative","negative",0.054770224486073,0.045796678471712,44
10,12,"BaO","SrO",0.252091390829387,0.00273204655993985,0.523219814241486,0.147142857142857,0.249359344269447,0.249359344269447,"weak","weak","positive","positive",0.271128423412099,0.144410810582917,45
2,9,"Na2O","PbO",0.0676838238118794,-0.179517729608024,0.0670794633642931,0.0827551020408163,0.247201553419904,0.247201553419904,"weak","weak","positive","negative",0.000604360447586355,0.26227283164884,46
1,10,"SiO2","BaO",-0.219991014302309,0.0169940233852727,0.188854489164087,0.230918367346939,-0.236985037687581,0.236985037687581,"weak","weak","negative","positive",0.408845503466395,0.213924343961666,47
12,14,"SrO","SO2",-0.122060330058343,0.111754790810533,-0.021671826625387,0.0641836734693877,-0.233815120868876,0.233815120868876,"weak","weak","negative","positive",0.100388503432956,0.0475711173411452,48
5,8,"MgO","CuO",-0.519442538246898,-0.289825620905861,-0.420020639834881,-0.298673469387755,-0.229616917341037,0.229616917341037,"medium","weak","negative","negative",0.0994218984120166,0.00884784848189418,49
3,4,"K2O","CaO",-0.127269858394648,-0.353780277873086,0.39938080495356,-0.308979591836735,0.226510419478438,0.226510419478438,"weak","weak","negative","negative",0.526650663348208,0.044800686036351,50
8,12,"CuO","SrO",-0.216559619721725,0.00906971695505722,0.166150670794634,0.119795918367347,-0.225629336676782,0.225629336676782,"weak","weak","negative","positive",0.382710290516359,0.11072620141229,51
1,4,"SiO2","CaO",-0.13460653030799,-0.355658624390269,-0.329205366357069,-0.520510204081633,0.22105209408228,0.22105209408228,"weak","weak","negative","negative",0.194598836049079,0.164851579691363,52
9,13,"PbO","SnO2",-0.2155228520025,0.00429197339331716,-0.180598555211558,0.346224489795918,-0.219814825395818,0.219814825395818,"weak","weak","negative","positive",0.0349242967909421,0.341932516402601,53
9,12,"PbO","SrO",-0.0741688235325984,0.141694479567348,0.0196078431372549,0.199795918367347,-0.215863303099947,0.215863303099947,"weak","weak","negative","positive",0.0937766666698533,0.0581014387999987,54
5,6,"MgO","Al2O3",0.200231162947065,0.410693685597871,0.238390092879257,0.50969387755102,-0.210462522650806,0.210462522650806,"weak","weak","positive","positive",0.0381589299321923,0.0990001919531499,55
3,7,"K2O","Fe2O3",-0.198583206137642,0.00831808266171102,-0.228070175438596,-0.0529591836734694,-0.206901288799353,0.206901288799353,"weak","weak","negative","positive",0.029486969300954,0.0612772663351804,56
5,9,"MgO","PbO",-0.0072696725643517,-0.206563347984303,-0.248710010319917,-0.081530612244898,0.199293675419952,0.199293675419952,"weak","weak","negative","negative",0.241440337755566,0.125032735739406,57
10,13,"BaO","SnO2",-0.197337085388339,-0.00151100012354863,0.0588235294117647,0.241020408163265,-0.19582608526479,0.19582608526479,"weak","weak","negative","negative",0.256160614800103,0.242531408286814,58
2,12,"Na2O","SrO",-0.295837117005418,-0.100383893901076,-0.087719298245614,-0.124387755102041,-0.195453223104342,0.195453223104342,"weak","weak","negative","negative",0.208117818759804,0.0240038612009646,59
7,12,"Fe2O3","SrO",-0.384810409971865,-0.194445224709006,-0.17234262125903,-0.321632653061224,-0.190365185262859,0.190365185262859,"weak","weak","negative","negative",0.212467788712835,0.127187428352219,60
4,14,"CaO","SO2",0.193574593847427,0.0105264263527887,0.12280701754386,-0.24,0.183048167494638,0.183048167494638,"weak","weak","positive","positive",0.0707675763035672,0.250526426352789,61
7,9,"Fe2O3","PbO",-0.23094309275942,-0.0657825007642135,-0.18266253869969,0.0556122448979592,-0.165160591995207,0.165160591995207,"weak","weak","negative","negative",0.0482805540597299,0.121394745662173,62
8,14,"CuO","SO2",0.223834993528003,0.386127534481157,0.479876160990712,0.437959183673469,-0.162292540953154,0.162292540953154,"weak","weak","positive","positive",0.256041167462709,0.0518316491923121,63
4,6,"CaO","Al2O3",-0.175966838097651,-0.336293156554504,0.147574819401445,-0.175612244897959,0.160326318456853,0.160326318456853,"weak","weak","negative","negative",0.323541657499095,0.160680911656545,64
3,14,"K2O","SO2",0.0687387971484495,-0.0884794205922686,-0.0608875128998968,0.0931632653061224,0.157218217740718,0.157218217740718,"weak","weak","positive","negative",0.129626310048346,0.181642685898391,65
2,3,"Na2O","K2O",0.216578091954458,0.0597086312240278,0.137254901960784,0.124795918367347,0.15686946073043,0.15686946073043,"weak","weak","positive","positive",0.0793231899936735,0.0650872871433192,66
6,10,"Al2O3","BaO",-0.189705168878086,-0.338008209406635,-0.201238390092879,-0.314897959183673,0.148303040528549,0.148303040528549,"weak","weak","negative","negative",0.0115332212147937,0.0231102502229614,67
3,5,"K2O","MgO",-0.0294172026632152,0.116030407125434,-0.0939112487100103,0.194897959183673,-0.145447609788649,0.145447609788649,"weak","weak","negative","positive",0.0644940460467951,0.0788675520582393,68
11,12,"P2O5","SrO",0.201942937429618,0.0612725898186707,0.368421052631579,0.0196938775510204,0.140670347610947,0.140670347610947,"weak","weak","positive","positive",0.166478115201961,0.0415787122676503,69
4,9,"CaO","PbO",-0.0115810785570119,0.123548152930095,-0.149638802889577,0.238979591836735,-0.135129231487107,0.135129231487107,"weak","weak","negative","positive",0.138057724332565,0.115431438906639,70
11,14,"P2O5","SO2",0.0547331571886193,0.179640675374564,-0.13312693498452,-0.112448979591837,-0.124907518185944,0.124907518185944,"weak","weak","positive","positive",0.187860092173139,0.2920896549664,71
7,11,"Fe2O3","P2O5",-0.00954360914671686,0.112678882230645,0.12280701754386,0.0957142857142857,-0.122222491377361,0.122222491377361,"weak","weak","negative","positive",0.132350626690577,0.0169645965163589,72
2,8,"Na2O","CuO",-0.113022092951,0.00693077503836697,0.25077399380805,0.0283673469387755,-0.119952867989367,0.119952867989367,"weak","weak","negative","positive",0.363796086759049,0.0214365719004085,73
5,11,"MgO","P2O5",0.0900044269505306,-0.027404440648597,0.168214654282766,-0.0225510204081633,0.117408867599128,0.117408867599128,"weak","weak","positive","negative",0.0782102273322352,0.0048534202404337,74
8,10,"CuO","BaO",0.112486645074102,0.220831132098425,0.240454076367389,0.522142857142857,-0.108344487024323,0.108344487024323,"weak","weak","positive","positive",0.127967431293287,0.301311725044432,75
2,11,"Na2O","P2O5",-0.549886513397414,-0.655999924925786,-0.318885448916409,-0.625510204081633,0.106113411528371,0.106113411528371,"medium","medium","negative","negative",0.231001064481006,0.030489720844153,76
3,9,"K2O","PbO",-0.188509899826847,-0.293952217550467,-0.151702786377709,-0.171836734693878,0.10544231772362,0.10544231772362,"weak","weak","negative","negative",0.0368071134491385,0.12211548285659,77
2,13,"Na2O","SnO2",0.00951632385933851,-0.0875873889053817,0.595459236326109,0.321632653061224,0.0971037127647202,0.0971037127647202,"weak","weak","positive","negative",0.585942912466771,0.409220041966606,78
3,11,"K2O","P2O5",-0.219986211526801,-0.304723869346192,0.00103199174406605,-0.331326530612245,0.0847376578193904,0.0847376578193904,"weak","weak","negative","negative",0.221018203270867,0.0266026612660533,79
6,13,"Al2O3","SnO2",0.136752488441912,0.21955960403091,0.0794633642930856,0.309489795918367,-0.0828071155889984,0.0828071155889984,"weak","weak","positive","positive",0.0572891241488264,0.0899301918874569,80
2,7,"Na2O","Fe2O3",-0.174797003463307,-0.244863554505206,-0.434468524251806,-0.239897959183673,0.0700665510418986,0.0700665510418986,"weak","weak","negative","negative",0.259671520788499,0.00496559532153235,81
5,7,"MgO","Fe2O3",0.033860182225866,0.103299298652924,0.0505675954592363,0.131734693877551,-0.0694391164270579,0.0694391164270579,"weak","weak","positive","positive",0.0167074132333703,0.0284353952246271,82
6,8,"Al2O3","CuO",-0.29333944556724,-0.226044414625151,-0.386996904024768,-0.294285714285714,-0.0672950309420887,0.0672950309420887,"weak","weak","negative","negative",0.0936574584575277,0.0682412996605629,83
8,11,"CuO","P2O5",0.00626362645999937,0.0718740967436118,-0.00103199174406605,0.0895918367346939,-0.0656104702836125,0.0656104702836125,"weak","weak","positive","positive",0.00729561820406542,0.017717739991082,84
2,14,"Na2O","SO2",-0.272867653876907,-0.212223176307397,0.112487100103199,0.284795918367347,-0.06064447756951,0.06064447756951,"weak","weak","negative","negative",0.385354753980106,0.497019094674744,85
2,6,"Na2O","Al2O3",0.245441560562435,0.196520770713179,0.199174406604747,0.244795918367347,0.0489207898492558,0.0489207898492558,"weak","weak","positive","positive",0.0462671539576874,0.0482751476541681,86
8,13,"CuO","SnO2",-0.53227145016489,-0.56732047651293,0.345717234262126,-0.156020408163265,0.0350490263480402,0.0350490263480402,"medium","medium","negative","negative",0.877988684427016,0.411300068349665,87
5,12,"MgO","SrO",0.0554660954996376,0.0205187220803414,0.0856553147574819,-0.0833673469387755,0.0349473734192962,0.0349473734192962,"weak","weak","positive","positive",0.0301892192578444,0.103886069019117,88
4,7,"CaO","Fe2O3",0.232256551428754,0.20123829444502,0.0773993808049536,0.240612244897959,0.0310182569837346,0.0310182569837346,"weak","weak","positive","positive",0.154857170623801,0.0393739504529395,89
5,13,"MgO","SnO2",0.0652080406052985,0.0894599362647757,-0.201238390092879,-0.00908163265306122,-0.0242518956594772,0.0242518956594772,"weak","weak","positive","positive",0.266446430698178,0.0985415689178369,90
3,13,"K2O","SnO2",0.0371771263800573,0.0419051642023464,-0.114551083591331,0.10530612244898,-0.00472803782228916,0.00472803782228916,"weak","weak","positive","positive",0.151728209971389,0.0634009582466331,91
