sample_name,artifact_id,raw_sum,aitchison_distance,robust_outlier,CLR_1,CLR_2,CLR_3,CLR_4,CLR_5,CLR_6,CLR_7,CLR_8,CLR_9,CLR_10,CLR_11,CLR_12,CLR_13,CLR_14
14,14,99,6.42869864392325,0,4.61384026085005,1.6970295288395,2.98712574206357,2.58693983403355,0.0636383753829077,2.70161286785933,-0.213993361215372,-0.275868764933459,0.961579968588867,-3.4421192017663,-1.35342764440374,-3.4421192017663,-3.4421192017663,-3.4421192017663
16,16,98.41,6.45211456572846,0,4.96717775212321,1.53196242344317,3.46555208811045,2.9026595877494,0.136098611307132,2.6113433501834,-0.0774754889909267,0.857683727187611,-1.41724983447592,-3.13722536762078,-3.13722536762078,-2.4288507461544,-3.13722536762078,-3.13722536762078
18,18,97.25,9.62494080546561,0,5.86840847532669,-2.44535250306182,3.73598981352851,-2.44535250306182,1.91842246034458,2.60829631555955,-2.44535250306182,-2.44535250306182,-2.44535250306182,-2.44535250306182,1.8006394246882,-1.16610531199254,2.35181634397775,-2.44535250306182
19,19,98.76,2.06015559366294,0,3.60294052316594,-3.70988448403043,-3.70988448403043,1.28881814576703,-0.313817019344314,1.48638131852961,0.498994664971721,1.46943176021583,3.97082100589959,1.89091228364597,2.39197073735393,-1.44691548408359,-3.70988448403043,-3.70988448403043
20,20,88.41,7.66429785727445,0,4.34313119383792,-3.31147680494473,0.380040271530504,-3.31147680494473,-3.31147680494473,2.41814618915243,1.13464023130411,2.28697112698064,2.95254498063649,3.88165640093971,2.47173043528654,-3.31147680494473,-3.31147680494473,-3.31147680494473
21,21,98.52,7.7597771493519,0,4.97496046942079,-3.29061356658697,-3.29061356658697,2.18500745927167,0.83417040998851,2.45825463793985,1.49820950639038,1.8231629736394,0.635319551243345,1.31335309399324,0.73062973104767,-3.29061356658697,-3.29061356658697,-3.29061356658697
22,22,100,3.38286927661119,0,6.03526188525468,-2.4011461062422,1.20857108582551,2.01649378097788,1.06338907598101,2.7624391471048,0.459854054110751,0.911839177853809,-2.4011461062422,-2.4011461062422,-0.0509715696552396,-2.4011461062422,-2.4011461062422,-2.4011461062422
23未风化点,23,96.5,7.13452297110703,0,4.63308271286636,2.71738634240754,-3.29865454615651,-0.0451520439787404,0.305504827634429,0.998652008194374,-3.29865454615651,1.7432685239838,3.48003131746441,3.12116653015078,-3.29865454615651,-0.460667487940406,-3.29865454615651,-3.29865454615651
24,24,98.88,5.79111822691042,0,4.43857350390266,-2.94737111601454,-2.94737111601454,0.219691776837764,-2.94737111601454,1.43844837734794,-2.94737111601454,3.11006353473393,4.34682616188286,4.24161815499458,-0.991398495257036,0.880403681644555,-2.94737111601454,-2.94737111601454
25未风化点,25,97.06,6.20670585120676,0,4.50874930031864,1.42184763962635,-3.35646341217575,0.122564655496091,-3.35646341217575,1.22645400126504,1.02285504602381,0.697928800399653,4.04720612488345,2.47921696976041,-1.076131091729,-1.02483779734145,-3.35646341217575,-3.35646341217575
26,26,99.82,6.70351668674754,0,3.43793114429203,-3.46006974236363,-3.46006974236363,0.817397498265468,-3.46006974236363,0.0960794407388267,-3.46006974236363,2.81077418455971,3.83816108043339,3.92627242791934,1.59378738922962,-0.345753311540212,-3.46006974236363,1.12569885791998
26严重风化点,26,99.89,8.51625344875378,0,1.43136612666901,-3.79468083231746,-0.798648273490203,1.21958253714474,-3.79468083231746,0.283156896861525,-3.79468083231746,1.39857630384602,3.51616961149023,3.68576571136209,1.91604647033068,-0.360393342559048,-3.79468083231746,2.88710128761481
27,27,98.81,4.59046823379576,0,6.30713099250031,-2.14504660282492,-2.14504660282492,1.71567138975073,1.161360654045,2.69782954661251,0.168108881034716,2.20932920989435,-2.14504660282492,-2.14504660282492,0.755895545936835,-2.14504660282492,-2.14504660282492,-2.14504660282492
28未风化点,28,98.69,3.08839011480187,0,4.53847612335177,-3.60701684812433,-1.02928100887996,0.610462253049468,0.317792639086648,1.86535514780266,-0.573805480197135,-0.790869985434963,3.15920755225628,1.71403733105971,0.357013352239929,-1.80247089711344,-1.15188333097229,-3.60701684812433
29未风化点,29,99.88,3.90087409909317,0,4.17521639998503,-0.0560505381041552,-1.17664173349104,1.11925437135221,0.426107190792264,2.69038390600637,-0.183389960480757,-0.273774021949026,2.53774301103126,0.735366863888592,-0.864267048448888,-1.358963290285,-3.88549257514843,-3.88549257514843
30部位1,30,97.95,6.32596564804845,0,3.82990756297631,-3.63833901934793,0.637186411897061,1.79544940926115,0.273394000189465,1.76377255260758,1.04501279619091,-3.63833901934793,3.96278352827518,2.62476925735294,-3.63833901934793,-0.756225416991693,-0.622694024367171,-3.63833901934793
30部位2,30,98.7,5.87518725832001,0,3.90916827269383,-3.62416388097667,-3.62416388097667,1.74470731307322,-0.373200509434408,1.6508112273061,1.30810196422934,-3.62416388097667,3.93086458376976,2.63713056354074,0.643733748219435,-0.433825131250842,-0.520836508240472,-3.62416388097667
31,31,98.43,3.95618091905421,0,4.61789208637558,-3.4974453242934,-3.4974453242934,0.899605540556684,0.313068095054996,1.56422463750209,1.9534819353834,-0.391378640758882,3.23598801313402,1.65924246238546,0.912028060555241,-0.774370893014988,-3.4974453242934,-3.4974453242934
32,32,98.66,4.55730054432501,0,5.40628402653759,-2.76257284823778,-0.398707501225385,0.385411457540287,-2.76257284823778,2.0206018660768,1.16194024703928,-1.04533466615044,4.14559993935901,2.74708546690434,-0.610016594892592,-2.76257284823778,-2.76257284823778,-2.76257284823778
33,33,99.96,3.35429280997081,0,5.42909340805439,-2.80659427487685,-0.79229167464683,0.658541207610632,1.10482831023905,1.95924363839512,-2.80659427487685,0.349805725961019,3.887367363332,2.37177591372638,-0.935392518287503,-2.80659427487685,-2.80659427487685,-2.80659427487685
34,34,97.52,4.38189935088439,0,4.29974766866051,-3.21397679549252,-0.663935770539954,0.473897231281437,-3.21397679549252,1.20478473982423,-0.0326639936980959,1.13446824140677,4.56288559430301,3.02494368357398,-0.356451070791993,-0.791769142049839,-3.21397679549252,-3.21397679549252
35,35,96.21,4.14473646144987,0,5.5992316598623,-2.53851768366887,-2.53851768366887,0.443357458535968,-2.53851768366887,1.77558459838558,-0.361015357134202,-0.421639978950636,4.50425408669053,3.14789271753073,0.543440917092951,-2.53851768366887,-2.53851768366887,-2.53851768366887
36,36,97.63,7.2725670731874,0,4.35013065275908,1.46956659324594,-1.29405345901108,-0.322192875982119,-3.26334879074488,1.14206302660748,-0.467374885826617,0.286396916549763,4.4003999203566,3.05437945837465,-1.98720063957103,-0.842068335268028,-3.26334879074488,-3.26334879074488
37,37,99.98,7.29971887531216,0,4.47812951827443,-3.52963575187039,-1.08788901666928,0.265253137133706,-3.52963575187039,1.38241883369756,-3.52963575187039,1.48372703215044,3.2290192186252,2.71780682246994,0.760223389109902,-0.789396028113288,-3.52963575187039,1.67925010080293
38,38,98.57,5.8275118651375,0,4.0891310026059,0.916830405386742,-3.33087900935049,0.209084425405644,-3.33087900935049,1.53865280512476,-0.643127449783989,0.280036161377929,4.49287380645366,2.87610836276005,-0.139222268862572,-0.296851213066155,-3.33087900935049,-3.33087900935049
39,39,98.76,4.08153514164357,0,4.3566952178319,-2.83427057756847,-2.83427057756847,1.19338924411851,-2.83427057756847,0.395882048234323,-2.83427057756847,0.961195857284384,5.20039477535067,3.065884181699,1.23744923391254,0.594732906979489,-2.83427057756847,-2.83427057756847
40,40,98.57,5.08788052079662,0,3.97538052329279,-2.76585233447689,-2.76585233447689,1.78531161155198,-2.76585233447689,0.360865484467714,-0.501358026136165,-2.76585233447689,5.41086393171464,3.05998705482562,1.73035272727122,0.773710699873501,-2.76585233447689,-2.76585233447689
41,41,93.71,4.01234525269748,0,2.90022309649724,-3.99177123678593,-0.836363684647292,1.58602260815937,0.988918476619406,1.18758917141489,0.566832487275202,-1.67611433939911,3.77153006180784,2.26290926784754,1.99417228163821,-0.770405716855495,-3.99177123678593,-3.99177123678593
42未风化点1,42,98.01,6.0302027474439,0,4.22655019272887,2.03709868212442,-1.60748051309294,0.0539171382718723,0.375817168033995,1.55093734273815,-3.64188402527017,1.2717179442051,3.37521244934672,2.63815349667539,-2.23608917251531,-0.760182652705735,-3.64188402527017,-3.64188402527017
42未风化点2,42,97.9,8.03582465476422,0,4.70225785362309,2.50093370978394,-0.285839647447797,-3.16806344425237,0.912402482169153,2.49740636926597,-3.16806344425237,1.76461435735879,3.76569682228242,3.15090871847868,-3.16806344425237,-3.16806344425237,-3.16806344425237,-3.16806344425237
43部位1,43,94.68,5.73748522247702,0,3.08453913093596,-3.39965337471743,-3.39965337471743,2.2223580300524,0.449502715463493,1.37696674793577,0.291599686017684,2.24313309262736,4.65787796372343,2.55254007774001,-3.39965337471743,0.119749429091025,-3.39965337471743,-3.39965337471743
43部位2,43,96.67,2.54495711391512,0,3.23090755617766,-3.79149445913771,-3.79149445913771,2.00989328599687,0.102302001243698,1.38030758692667,0.482899042773849,0.565704946458081,3.95468674035211,1.33532249100986,2.70538147425879,-0.601427288646785,-3.79149445913771,-3.79149445913771
44未风化点,44,99.12,6.66702761385612,0,4.60318483287675,1.61499728922344,-1.11285553917495,1.25738820229291,-3.42347926066543,3.03739665498545,0.235217609124743,-0.347387697035379,3.10738718992252,2.1490797751537,-3.42347926066543,-0.850491274707459,-3.42347926066543,-3.42347926066543
45,45,98.34,5.74925090385126,0,4.73186083283478,1.59473343019605,-1.59086760578727,0.442053920257669,0.315302214618525,2.22584521983655,-3.31155470185923,-0.0184709650335226,3.38837083424831,3.01065958892232,-3.31155470185923,-0.853268662656495,-3.31155470185923,-3.31155470185923
46,46,98.63,4.74136021878782,0,4.87523422015497,-3.06072709225773,-0.522204237260871,-3.06072709225773,1.37691375028768,2.43062053528184,-3.06072709225773,0.602725359724613,4.09291627958039,3.17265728853061,-0.74534778857508,0.0201200535644914,-3.06072709225773,-3.06072709225773
47,47,97.26,5.80751081990995,0,4.26578238457954,1.86243962749288,-0.914450176646292,0.184162112021818,-0.170872142459454,1.44183909531962,-3.61578102701324,-0.107358736737129,3.55817335337982,2.54588322787009,-1.97916091363872,0.160905249857551,-3.61578102701324,-3.61578102701324
48,48,99.17,7.72486021756832,0,3.79018421226315,-0.409458363663566,-1.32574909553772,0.850422072600666,0.245467604076181,2.42742470928161,-0.156756010107812,-4.10627237454622,2.56798263991817,1.80292846141233,-0.0910046325450317,-1.57260917346925,0.0837123248637035,-4.10627237454622
49,49,95.5,4.8897808710925,0,3.44986809556504,-3.86742663281783,-3.86742663281783,1.61153898906705,0.4751023917316,1.77252836511465,1.09779791134093,-0.266834952997777,3.6214806686284,1.89812876212022,2.49678509925924,-0.686688798558041,-3.86742663281783,-3.86742663281783
49未风化点,49,98.24,3.24093563016894,0,4.13849893489111,-3.79089762821833,-1.06569088559889,0.870649812440271,0.320603475520999,2.01008409562864,0.377298819197545,-0.660225777490727,3.27464532202078,1.57098265266109,1.60153732098306,-1.06569088559889,-3.79089762821833,-3.79089762821833
50,50,90.17,4.36073054722926,0,3.26470557556421,-3.63925054721291,-3.63925054721291,1.53546646331749,-0.379577037757295,1.00138397738723,-0.733217078000873,0.497663179244988,4.159635180439,3.02868751112795,2.22232431496987,-0.0400698974409274,-3.63925054721291,-3.63925054721291
50未风化点,50,96.94,4.73884942312423,0,4.42757890812272,-3.32162838802129,-3.32162838802129,1.75830507446553,0.00428593322032003,2.04598714691731,-3.32162838802129,0.263797128705405,4.04179882560146,2.44824197939522,2.46735084109327,-0.849203897414805,-3.32162838802129,-3.32162838802129
51部位1,51,95.33,3.40117240181638,0,3.11727102272377,-4.04513029651791,-4.04513029651791,1.18948095873342,0.0880714654442463,1.57234623492434,0.0880714654442463,0.228928898160842,3.60897968411229,2.10465374750623,2.0059822199992,-1.02749038153764,-0.840904425957224,-4.04513029651791
51部位2,51,91.7,6.84852836428021,0,3.99279999720137,-3.06572183405056,-3.06572183405056,2.56685391670941,1.30331181395922,1.85203101067043,0.0642476898220122,0.644066185074954,4.87021843296973,-3.06572183405056,3.10080195789626,-3.06572183405056,-3.06572183405056,-3.06572183405056
52,52,94.08,4.33483077837746,0,3.46159966386505,0.412404320442231,-3.75889406549682,1.03333329319038,-0.384283539058555,0.361973466815339,-1.25612250836188,-0.143121482241667,4.07259754233433,2.36995604451303,1.95577248536498,-0.607427090372765,-3.75889406549682,-3.75889406549682
53未风化点,53,98.25,5.89034011962322,0,4.73127281553211,1.6895739090963,-1.62955851951156,0.329255034379666,0.708744656084569,2.37942619375939,-3.35116122681793,-0.0384697457456516,3.19218824782081,2.77382924216169,-3.35116122681793,-0.731616926305597,-3.35116122681793,-3.35116122681793
54,54,99.67,4.01178277666177,0,3.37270352779642,-3.64551402952877,-0.870420170451026,1.42903502953409,0.515874190668864,1.69212244697995,-3.64551402952877,0.0826845345458449,4.28467615292497,2.22062228290729,1.7135773819812,0.141180741227453,-3.64551402952877,-3.64551402952877
54严重风化点,54,96.92,8.10235466516113,0,3.99908827900367,-2.78248112345272,-2.78248112345272,-2.78248112345272,1.26378520642381,2.45415235869396,-2.78248112345272,1.45209480506238,5.22776795078266,-2.78248112345272,3.807725387796,1.27275387640657,-2.78248112345272,-2.78248112345272
55,55,96.38,6.91735347676202,0,4.88751015067528,1.99243442664543,-2.95220796787371,1.11770342447807,-2.95220796787371,1.36704934818631,-2.95220796787371,0.844662902019241,4.48956616756269,3.06865772042006,-0.0543363327448532,-2.95220796787371,-2.95220796787371,-2.95220796787371
56,56,92.24,4.43130124059924,0,4.55872816755718,-2.80512507977913,-2.80512507977913,1.37689361436932,-2.80512507977913,1.80145889385091,-2.80512507977913,0.950550921239604,4.90592436754136,3.92388225810443,2.11843733579112,-2.80512507977913,-2.80512507977913,-2.80512507977913
57,57,92.47,6.27865089366592,0,4.72244798767357,-2.50179592054745,-2.50179592054745,1.75693885912533,-2.50179592054745,2.26623659871326,-2.50179592054745,1.63533172703054,5.2957939684209,4.337618223416,-2.50179592054745,-2.50179592054745,-2.50179592054745,-2.50179592054745
58,58,98.76,2.36308666264506,0,3.39240233096191,-3.94561162283402,-1.10052093733873,1.22819046024754,-0.257433609487865,1.23674971364321,-0.172534165701379,1.11932172858527,3.65078469889662,2.0143007077857,2.17440157251673,-1.44882763160694,-3.94561162283402,-3.94561162283402
